seqnames,start,end,width,strand,element_name,LTR_class,fullName
chr7,78661576,78662073,498,+,MLT2B2,MLT2,chr7:78661576-78662073:+|MLT2B2|MLT2
chrX,7144458,7144877,420,+,MLT2D,MLT2,chrX:7144458-7144877:+|MLT2D|MLT2
chr5,140841068,140841471,404,-,MLT2D,MLT2,chr5:140841068-140841471:-|MLT2D|MLT2
chr8,82375901,82376432,532,+,MLT2B3,MLT2,chr8:82375901-82376432:+|MLT2B3|MLT2
chr8,67561595,67562006,412,-,MLT2D,MLT2,chr8:67561595-67562006:-|MLT2D|MLT2
chr14,98671041,98671584,544,+,MLT2B3,MLT2,chr14:98671041-98671584:+|MLT2B3|MLT2
chr2,131406403,131406808,406,-,MLT2D,MLT2,chr2:131406403-131406808:-|MLT2D|MLT2
chr18,50585757,50586328,572,-,MLT2B3,MLT2,chr18:50585757-50586328:-|MLT2B3|MLT2
chr4,39537491,39538018,528,+,MLT2B1,MLT2,chr4:39537491-39538018:+|MLT2B1|MLT2
chr13,68864284,68864684,401,+,MLT2C1,MLT2,chr13:68864284-68864684:+|MLT2C1|MLT2
chr14,77736839,77737300,462,-,MLT2C2,MLT2,chr14:77736839-77737300:-|MLT2C2|MLT2
chr12,119151401,119151817,417,-,MLT2D,MLT2,chr12:119151401-119151817:-|MLT2D|MLT2
chr3,52172365,52172869,505,-,MLT2B1,MLT2,chr3:52172365-52172869:-|MLT2B1|MLT2
chr14,71293232,71293811,580,+,MLT2B3,MLT2,chr14:71293232-71293811:+|MLT2B3|MLT2
chr18,54002493,54002904,412,-,MLT2D,MLT2,chr18:54002493-54002904:-|MLT2D|MLT2
chr16,39326662,39327170,509,-,MLT2B1,MLT2,chr16:39326662-39327170:-|MLT2B1|MLT2
chr5,83391291,83391693,403,-,MLT2D,MLT2,chr5:83391291-83391693:-|MLT2D|MLT2
chr3,143069524,143070091,568,+,MLT2B3,MLT2,chr3:143069524-143070091:+|MLT2B3|MLT2
chr13,39575126,39575505,380,+,MLT2C1,MLT2,chr13:39575126-39575505:+|MLT2C1|MLT2
chr11,44208577,44209104,528,+,MLT2B3,MLT2,chr11:44208577-44209104:+|MLT2B3|MLT2
chr6,25486696,25487233,538,-,MLT2B1,MLT2,chr6:25486696-25487233:-|MLT2B1|MLT2
chr5,96817772,96818159,388,-,MLT2C1,MLT2,chr5:96817772-96818159:-|MLT2C1|MLT2
chrX,58675117,58675652,536,+,MLT2B1,MLT2,chrX:58675117-58675652:+|MLT2B1|MLT2
chr12,58873544,58874170,627,-,MLT2B5,MLT2,chr12:58873544-58874170:-|MLT2B5|MLT2
chr8,58315500,58315995,496,-,MLT2B2,MLT2,chr8:58315500-58315995:-|MLT2B2|MLT2
chr2,138297445,138297949,505,+,MLT2B2,MLT2,chr2:138297445-138297949:+|MLT2B2|MLT2
chr7,70609472,70609971,500,-,MLT2B1,MLT2,chr7:70609472-70609971:-|MLT2B1|MLT2
chr7,55355147,55355706,560,-,MLT2B4,MLT2,chr7:55355147-55355706:-|MLT2B4|MLT2
chr7,130549130,130549651,522,+,MLT2B1,MLT2,chr7:130549130-130549651:+|MLT2B1|MLT2
chr6,47893469,47893888,420,-,MLT2D,MLT2,chr6:47893469-47893888:-|MLT2D|MLT2
chr4,16489998,16490492,495,-,MLT2B1,MLT2,chr4:16489998-16490492:-|MLT2B1|MLT2
chr4,6228218,6228715,498,-,MLT2B1,MLT2,chr4:6228218-6228715:-|MLT2B1|MLT2
chr7,54437271,54437663,393,+,MLT2C1,MLT2,chr7:54437271-54437663:+|MLT2C1|MLT2
chr11,12052608,12053176,569,-,MLT2B3,MLT2,chr11:12052608-12053176:-|MLT2B3|MLT2
chr15,41484750,41485241,492,-,MLT2B2,MLT2,chr15:41484750-41485241:-|MLT2B2|MLT2
chr11,26685807,26686313,507,-,MLT2B1,MLT2,chr11:26685807-26686313:-|MLT2B1|MLT2
chrX,162210728,162211133,406,+,MLT2D,MLT2,chrX:162210728-162211133:+|MLT2D|MLT2
chr16,76716976,76717380,405,-,MLT2D,MLT2,chr16:76716976-76717380:-|MLT2D|MLT2
chr14,36741050,36741547,498,-,MLT2B1,MLT2,chr14:36741050-36741547:-|MLT2B1|MLT2
chr12,94647853,94648404,552,+,MLT2B3,MLT2,chr12:94647853-94648404:+|MLT2B3|MLT2
chr12,90679103,90679613,511,-,MLT2B2,MLT2,chr12:90679103-90679613:-|MLT2B2|MLT2
chr1,105271842,105272270,429,+,MLT2D,MLT2,chr1:105271842-105272270:+|MLT2D|MLT2
chr3,134130374,134130871,498,+,MLT2B1,MLT2,chr3:134130374-134130871:+|MLT2B1|MLT2
chr17,82077053,82077682,630,+,MLT2B5,MLT2,chr17:82077053-82077682:+|MLT2B5|MLT2
chrX,49315892,49316304,413,+,MLT2C1,MLT2,chrX:49315892-49316304:+|MLT2C1|MLT2
chr3,130226214,130226731,518,+,MLT2B1,MLT2,chr3:130226214-130226731:+|MLT2B1|MLT2
chr7,110634687,110635212,526,+,MLT2B2,MLT2,chr7:110634687-110635212:+|MLT2B2|MLT2
chr15,15042192,15042800,609,+,MLT2B5,MLT2,chr15:15042192-15042800:+|MLT2B5|MLT2
chr1,73436960,73437381,422,-,MLT2D,MLT2,chr1:73436960-73437381:-|MLT2D|MLT2
chr18,22810677,22811172,496,+,MLT2B1,MLT2,chr18:22810677-22811172:+|MLT2B1|MLT2
chr13,114690197,114690622,426,-,MLT2D,MLT2,chr13:114690197-114690622:-|MLT2D|MLT2
chr12,56077155,56077560,406,+,MLT2D,MLT2,chr12:56077155-56077560:+|MLT2D|MLT2
chr1,33859544,33859944,401,+,MLT2D,MLT2,chr1:33859544-33859944:+|MLT2D|MLT2
chr6,35387881,35388438,558,+,MLT2B3,MLT2,chr6:35387881-35388438:+|MLT2B3|MLT2
chr7,111215739,111216145,407,+,MLT2D,MLT2,chr7:111215739-111216145:+|MLT2D|MLT2
chr5,70787407,70787803,397,-,MLT2D,MLT2,chr5:70787407-70787803:-|MLT2D|MLT2
chrX,75418880,75419427,548,-,MLT2B3,MLT2,chrX:75418880-75419427:-|MLT2B3|MLT2
chrX,71170001,71170396,396,+,MLT2C1,MLT2,chrX:71170001-71170396:+|MLT2C1|MLT2
chr15,10273406,10273958,553,-,MLT2B3,MLT2,chr15:10273406-10273958:-|MLT2B3|MLT2
chr4,58122406,58122955,550,+,MLT2B3,MLT2,chr4:58122406-58122955:+|MLT2B3|MLT2
chr7,64980682,64981095,414,+,MLT2D,MLT2,chr7:64980682-64981095:+|MLT2D|MLT2
chr4,79724120,79724664,545,-,MLT2B3,MLT2,chr4:79724120-79724664:-|MLT2B3|MLT2
chr15,59910458,59910898,441,+,MLT2C2,MLT2,chr15:59910458-59910898:+|MLT2C2|MLT2
chr1,108558141,108558635,495,+,MLT2B2,MLT2,chr1:108558141-108558635:+|MLT2B2|MLT2
chr9,46542860,46543363,504,+,MLT2B1,MLT2,chr9:46542860-46543363:+|MLT2B1|MLT2
chr2,131165934,131166497,564,-,MLT2B4,MLT2,chr2:131165934-131166497:-|MLT2B4|MLT2
chr6,73843350,73843882,533,+,MLT2B3,MLT2,chr6:73843350-73843882:+|MLT2B3|MLT2
chr11,9752872,9753361,490,-,MLT2B2,MLT2,chr11:9752872-9753361:-|MLT2B2|MLT2
chr3,107181498,107182037,540,+,MLT2B3,MLT2,chr3:107181498-107182037:+|MLT2B3|MLT2
chr1,152469079,152469619,541,-,MLT2B3,MLT2,chr1:152469079-152469619:-|MLT2B3|MLT2
chr12,9545999,9546432,434,+,MLT2D,MLT2,chr12:9545999-9546432:+|MLT2D|MLT2
chr17,67569826,67570338,513,+,MLT2B2,MLT2,chr17:67569826-67570338:+|MLT2B2|MLT2
chr3,19733285,19733691,407,-,MLT2D,MLT2,chr3:19733285-19733691:-|MLT2D|MLT2
chr3,102402585,102403092,508,-,MLT2B2,MLT2,chr3:102402585-102403092:-|MLT2B2|MLT2
chr6,48209271,48209665,395,+,MLT2D,MLT2,chr6:48209271-48209665:+|MLT2D|MLT2
chr9,30238965,30239499,535,-,MLT2B2,MLT2,chr9:30238965-30239499:-|MLT2B2|MLT2
chr6,48198202,48198598,397,-,MLT2D,MLT2,chr6:48198202-48198598:-|MLT2D|MLT2
chr14,119378369,119378905,537,-,MLT2B3,MLT2,chr14:119378369-119378905:-|MLT2B3|MLT2
chr4,35170495,35170993,499,+,MLT2B2,MLT2,chr4:35170495-35170993:+|MLT2B2|MLT2
chr19,43288640,43289207,568,+,MLT2B3,MLT2,chr19:43288640-43289207:+|MLT2B3|MLT2
chr5,38487497,38487937,441,+,MLT2C2,MLT2,chr5:38487497-38487937:+|MLT2C2|MLT2
chr15,63598366,63598743,378,+,MLT2C1,MLT2,chr15:63598366-63598743:+|MLT2C1|MLT2
chr13,105680924,105681364,441,-,MLT2C2,MLT2,chr13:105680924-105681364:-|MLT2C2|MLT2
chr4,86933982,86934443,462,+,MLT2C2,MLT2,chr4:86933982-86934443:+|MLT2C2|MLT2
chr8,35717687,35718213,527,-,MLT2B3,MLT2,chr8:35717687-35718213:-|MLT2B3|MLT2
chr3,62813311,62813721,411,-,MLT2D,MLT2,chr3:62813311-62813721:-|MLT2D|MLT2
chr15,43304501,43305032,532,+,MLT2B3,MLT2,chr15:43304501-43305032:+|MLT2B3|MLT2
chr1,148721607,148722006,400,-,MLT2D,MLT2,chr1:148721607-148722006:-|MLT2D|MLT2
chr12,97315332,97315829,498,+,MLT2B2,MLT2,chr12:97315332-97315829:+|MLT2B2|MLT2
chr2,60205613,60206004,392,+,MLT2C1,MLT2,chr2:60205613-60206004:+|MLT2C1|MLT2
chr18,25453583,25454040,458,-,MLT2C2,MLT2,chr18:25453583-25454040:-|MLT2C2|MLT2
chr7,83376931,83377335,405,+,MLT2D,MLT2,chr7:83376931-83377335:+|MLT2D|MLT2
chr1,193968826,193969455,630,-,MLT2F,MLT2,chr1:193968826-193969455:-|MLT2F|MLT2
chr13,106368302,106368869,568,-,MLT2B3,MLT2,chr13:106368302-106368869:-|MLT2B3|MLT2
chr15,71518892,71519301,410,+,MLT2D,MLT2,chr15:71518892-71519301:+|MLT2D|MLT2
chr13,103206498,103207042,545,+,MLT2B3,MLT2,chr13:103206498-103207042:+|MLT2B3|MLT2
chr2,128405769,128406250,482,-,MLT2C2,MLT2,chr2:128405769-128406250:-|MLT2C2|MLT2
chr3,151552731,151553112,382,-,MLT2C1,MLT2,chr3:151552731-151553112:-|MLT2C1|MLT2
chr8,57987395,57987938,544,+,MLT2B3,MLT2,chr8:57987395-57987938:+|MLT2B3|MLT2
chr12,73843882,73844285,404,+,MLT2D,MLT2,chr12:73843882-73844285:+|MLT2D|MLT2
chr13,18435982,18436521,540,+,MLT2B3,MLT2,chr13:18435982-18436521:+|MLT2B3|MLT2
chr4,46061330,46061887,558,-,MLT2B4,MLT2,chr4:46061330-46061887:-|MLT2B4|MLT2
chr14,60525916,60526454,539,-,MLT2B1,MLT2,chr14:60525916-60526454:-|MLT2B1|MLT2
chr3,29440205,29440721,517,+,MLT2B2,MLT2,chr3:29440205-29440721:+|MLT2B2|MLT2
chr6,36947157,36947719,563,+,MLT2B3,MLT2,chr6:36947157-36947719:+|MLT2B3|MLT2
chr7,96515244,96515621,378,-,MLT2C1,MLT2,chr7:96515244-96515621:-|MLT2C1|MLT2
chr5,148057417,148057850,434,+,MLT2D,MLT2,chr5:148057417-148057850:+|MLT2D|MLT2
chr14,93055942,93056325,384,+,MLT2C1,MLT2,chr14:93055942-93056325:+|MLT2C1|MLT2
chr6,76777430,76777936,507,-,MLT2B2,MLT2,chr6:76777430-76777936:-|MLT2B2|MLT2
chr2,142978683,142979084,402,-,MLT2D,MLT2,chr2:142978683-142979084:-|MLT2D|MLT2
chr3,100352395,100352957,563,-,MLT2B3,MLT2,chr3:100352395-100352957:-|MLT2B3|MLT2
chr9,48227803,48228333,531,-,MLT2B3,MLT2,chr9:48227803-48228333:-|MLT2B3|MLT2
chr7,40433346,40433842,497,+,MLT2B1,MLT2,chr7:40433346-40433842:+|MLT2B1|MLT2
chr2,78638787,78639328,542,-,MLT2B3,MLT2,chr2:78638787-78639328:-|MLT2B3|MLT2
chrX,60823299,60823851,553,-,MLT2B3,MLT2,chrX:60823299-60823851:-|MLT2B3|MLT2
chr16,73633674,73634068,395,-,MLT2D,MLT2,chr16:73633674-73634068:-|MLT2D|MLT2
chr2,106888202,106888762,561,-,MLT2B3,MLT2,chr2:106888202-106888762:-|MLT2B3|MLT2
chrX,105309055,105309452,398,+,MLT2D,MLT2,chrX:105309055-105309452:+|MLT2D|MLT2
chrX,51747005,51747502,498,-,MLT2B1,MLT2,chrX:51747005-51747502:-|MLT2B1|MLT2
chr8,56493071,56493623,553,+,MLT2B3,MLT2,chr8:56493071-56493623:+|MLT2B3|MLT2
chr6,137597981,137598509,529,+,MLT2B3,MLT2,chr6:137597981-137598509:+|MLT2B3|MLT2
chr12,9921136,9921630,495,-,MLT2B1,MLT2,chr12:9921136-9921630:-|MLT2B1|MLT2
chr19,34285226,34285638,413,+,MLT2D,MLT2,chr19:34285226-34285638:+|MLT2D|MLT2
chr1,170932017,170932526,510,-,MLT2B1,MLT2,chr1:170932017-170932526:-|MLT2B1|MLT2
chr12,103245535,103246081,547,-,MLT2B3,MLT2,chr12:103245535-103246081:-|MLT2B3|MLT2
chr16,9955785,9956167,383,-,MLT2C1,MLT2,chr16:9955785-9956167:-|MLT2C1|MLT2
chr12,74952794,74953340,547,+,MLT2B3,MLT2,chr12:74952794-74953340:+|MLT2B3|MLT2
chr1,57162469,57162895,427,+,MLT2D,MLT2,chr1:57162469-57162895:+|MLT2D|MLT2
chr12,71480646,71481109,464,+,MLT2C2,MLT2,chr12:71480646-71481109:+|MLT2C2|MLT2
chr5,74845309,74845734,426,+,MLT2D,MLT2,chr5:74845309-74845734:+|MLT2D|MLT2
chr12,43537745,43538277,533,+,MLT2B3,MLT2,chr12:43537745-43538277:+|MLT2B3|MLT2
chr5,12413337,12413890,554,+,MLT2B4,MLT2,chr5:12413337-12413890:+|MLT2B4|MLT2
chr1,111012925,111013517,593,+,MLT2B5,MLT2,chr1:111012925-111013517:+|MLT2B5|MLT2
chr15,12082285,12082714,430,+,MLT2D,MLT2,chr15:12082285-12082714:+|MLT2D|MLT2
chr5,130378872,130379399,528,-,MLT2B3,MLT2,chr5:130378872-130379399:-|MLT2B3|MLT2
chr18,73536109,73536498,390,-,MLT2C1,MLT2,chr18:73536109-73536498:-|MLT2C1|MLT2
chr11,93680496,93681046,551,+,MLT2B3,MLT2,chr11:93680496-93681046:+|MLT2B3|MLT2
chr2,118101721,118102260,540,+,MLT2B3,MLT2,chr2:118101721-118102260:+|MLT2B3|MLT2
chr10,99184411,99184910,500,-,MT2_Mm,MT2,chr10:99184411-99184910:-|MT2_Mm|MT2
chr4,42530520,42531013,494,+,MT2_Mm,MT2,chr4:42530520-42531013:+|MT2_Mm|MT2
chr4,8488247,8488739,493,-,MT2_Mm,MT2,chr4:8488247-8488739:-|MT2_Mm|MT2
chr4,42536491,42536984,494,+,MT2_Mm,MT2,chr4:42536491-42536984:+|MT2_Mm|MT2
chr8,34295742,34296229,488,-,MT2_Mm,MT2,chr8:34295742-34296229:-|MT2_Mm|MT2
chr4,81264019,81264511,493,-,MT2_Mm,MT2,chr4:81264019-81264511:-|MT2_Mm|MT2
chr1,28660759,28661252,494,+,MT2_Mm,MT2,chr1:28660759-28661252:+|MT2_Mm|MT2
chr13,7074304,7074796,493,-,MT2_Mm,MT2,chr13:7074304-7074796:-|MT2_Mm|MT2
chr4,143562310,143562796,487,+,MT2_Mm,MT2,chr4:143562310-143562796:+|MT2_Mm|MT2
chr2,83953274,83953773,500,-,MT2_Mm,MT2,chr2:83953274-83953773:-|MT2_Mm|MT2
chr5,67270126,67270618,493,-,MT2_Mm,MT2,chr5:67270126-67270618:-|MT2_Mm|MT2
chr2,163525067,163525559,493,-,MT2_Mm,MT2,chr2:163525067-163525559:-|MT2_Mm|MT2
chr13,105715254,105715745,492,-,MT2_Mm,MT2,chr13:105715254-105715745:-|MT2_Mm|MT2
chr9,100637116,100637614,499,-,MT2_Mm,MT2,chr9:100637116-100637614:-|MT2_Mm|MT2
chr14,14143588,14144092,505,-,MT2_Mm,MT2,chr14:14143588-14144092:-|MT2_Mm|MT2
chr7,125304280,125304778,499,-,MT2_Mm,MT2,chr7:125304280-125304778:-|MT2_Mm|MT2
chr13,117039868,117040362,495,-,MT2_Mm,MT2,chr13:117039868-117040362:-|MT2_Mm|MT2
chr13,78373786,78374279,494,+,MT2_Mm,MT2,chr13:78373786-78374279:+|MT2_Mm|MT2
chr12,19931732,19932235,504,-,MT2_Mm,MT2,chr12:19931732-19932235:-|MT2_Mm|MT2
chr13,6716293,6716785,493,+,MT2_Mm,MT2,chr13:6716293-6716785:+|MT2_Mm|MT2
chr14,82269034,82269527,494,+,MT2_Mm,MT2,chr14:82269034-82269527:+|MT2_Mm|MT2
chr14,42624803,42625290,488,-,MT2_Mm,MT2,chr14:42624803-42625290:-|MT2_Mm|MT2
chr11,72326537,72327029,493,+,MT2_Mm,MT2,chr11:72326537-72327029:+|MT2_Mm|MT2
chr1,101994704,101995197,494,-,MT2_Mm,MT2,chr1:101994704-101995197:-|MT2_Mm|MT2
chr12,74065436,74065935,500,-,MT2_Mm,MT2,chr12:74065436-74065935:-|MT2_Mm|MT2
chr7,43179768,43180261,494,-,MT2_Mm,MT2,chr7:43179768-43180261:-|MT2_Mm|MT2
chr2,112416678,112417176,499,-,MT2_Mm,MT2,chr2:112416678-112417176:-|MT2_Mm|MT2
chr9,67198623,67199115,493,+,MT2_Mm,MT2,chr9:67198623-67199115:+|MT2_Mm|MT2
chr7,92968248,92968741,494,-,MT2_Mm,MT2,chr7:92968248-92968741:-|MT2_Mm|MT2
chr1,115375127,115375620,494,+,MT2_Mm,MT2,chr1:115375127-115375620:+|MT2_Mm|MT2
chr18,74755851,74756343,493,-,MT2_Mm,MT2,chr18:74755851-74756343:-|MT2_Mm|MT2
chr13,74288998,74289490,493,+,MT2_Mm,MT2,chr13:74288998-74289490:+|MT2_Mm|MT2
chrX,161179180,161179678,499,-,MT2_Mm,MT2,chrX:161179180-161179678:-|MT2_Mm|MT2
chr2,45856032,45856525,494,-,MT2_Mm,MT2,chr2:45856032-45856525:-|MT2_Mm|MT2
chr12,17866177,17866670,494,-,MT2_Mm,MT2,chr12:17866177-17866670:-|MT2_Mm|MT2
chr6,59788238,59788729,492,+,MT2_Mm,MT2,chr6:59788238-59788729:+|MT2_Mm|MT2
chr12,37070644,37071132,489,+,MT2_Mm,MT2,chr12:37070644-37071132:+|MT2_Mm|MT2
chr13,62362414,62362907,494,-,MT2_Mm,MT2,chr13:62362414-62362907:-|MT2_Mm|MT2
chrX,118773082,118773574,493,-,MT2_Mm,MT2,chrX:118773082-118773574:-|MT2_Mm|MT2
chr7,25542337,25542830,494,+,MT2_Mm,MT2,chr7:25542337-25542830:+|MT2_Mm|MT2
chrY,6765305,6765798,494,+,MT2_Mm,MT2,chrY:6765305-6765798:+|MT2_Mm|MT2
chr4,71782976,71783461,486,-,MT2_Mm,MT2,chr4:71782976-71783461:-|MT2_Mm|MT2
chr14,60820276,60820768,493,-,MT2_Mm,MT2,chr14:60820276-60820768:-|MT2_Mm|MT2
chr4,3373986,3374478,493,+,MT2_Mm,MT2,chr4:3373986-3374478:+|MT2_Mm|MT2
chr14,105949188,105949680,493,+,MT2_Mm,MT2,chr14:105949188-105949680:+|MT2_Mm|MT2
chr2,16320261,16320753,493,-,MT2_Mm,MT2,chr2:16320261-16320753:-|MT2_Mm|MT2
chr4,118496982,118497474,493,-,MT2_Mm,MT2,chr4:118496982-118497474:-|MT2_Mm|MT2
chr19,44171168,44171660,493,+,MT2_Mm,MT2,chr19:44171168-44171660:+|MT2_Mm|MT2
chr13,17937990,17938482,493,+,MT2_Mm,MT2,chr13:17937990-17938482:+|MT2_Mm|MT2
chr6,59875587,59876080,494,-,MT2_Mm,MT2,chr6:59875587-59876080:-|MT2_Mm|MT2
chr1,183545303,183545796,494,+,MT2_Mm,MT2,chr1:183545303-183545796:+|MT2_Mm|MT2
chr14,43850761,43851254,494,-,MT2_Mm,MT2,chr14:43850761-43851254:-|MT2_Mm|MT2
chr5,78330741,78331233,493,-,MT2_Mm,MT2,chr5:78330741-78331233:-|MT2_Mm|MT2
chr2,16326165,16326657,493,-,MT2_Mm,MT2,chr2:16326165-16326657:-|MT2_Mm|MT2
chr11,47863144,47863621,478,+,MT2_Mm,MT2,chr11:47863144-47863621:+|MT2_Mm|MT2
chr2,10182902,10183394,493,-,MT2_Mm,MT2,chr2:10182902-10183394:-|MT2_Mm|MT2
chr19,61168773,61169266,494,-,MT2_Mm,MT2,chr19:61168773-61169266:-|MT2_Mm|MT2
chr5_JH584299_random,779500,779993,494,+,MT2_Mm,MT2,chr5_JH584299_random:779500-779993:+|MT2_Mm|MT2
chr11,105847885,105848378,494,-,MT2_Mm,MT2,chr11:105847885-105848378:-|MT2_Mm|MT2
chr7,98301967,98302466,500,+,MT2_Mm,MT2,chr7:98301967-98302466:+|MT2_Mm|MT2
chr7,139111935,139112427,493,+,MT2_Mm,MT2,chr7:139111935-139112427:+|MT2_Mm|MT2
chr1,107793858,107794357,500,+,MT2_Mm,MT2,chr1:107793858-107794357:+|MT2_Mm|MT2
chr14,65128842,65129335,494,+,MT2_Mm,MT2,chr14:65128842-65129335:+|MT2_Mm|MT2
chr1,34644652,34645144,493,-,MT2_Mm,MT2,chr1:34644652-34645144:-|MT2_Mm|MT2
chr13,6946218,6946717,500,+,MT2_Mm,MT2,chr13:6946218-6946717:+|MT2_Mm|MT2
chr5,39009968,39010455,488,-,MT2_Mm,MT2,chr5:39009968-39010455:-|MT2_Mm|MT2
chr14,35721685,35722178,494,+,MT2_Mm,MT2,chr14:35721685-35722178:+|MT2_Mm|MT2
chrX,117271853,117272346,494,-,MT2_Mm,MT2,chrX:117271853-117272346:-|MT2_Mm|MT2
chr1,134129452,134129944,493,+,MT2_Mm,MT2,chr1:134129452-134129944:+|MT2_Mm|MT2
chr2,167520522,167521015,494,+,MT2_Mm,MT2,chr2:167520522-167521015:+|MT2_Mm|MT2
chr10,104168211,104168698,488,+,MT2_Mm,MT2,chr10:104168211-104168698:+|MT2_Mm|MT2
chr8,37470075,37470568,494,+,MT2_Mm,MT2,chr8:37470075-37470568:+|MT2_Mm|MT2
chr1,36031476,36031969,494,+,MT2_Mm,MT2,chr1:36031476-36031969:+|MT2_Mm|MT2
chr6,73737237,73737730,494,-,MT2_Mm,MT2,chr6:73737237-73737730:-|MT2_Mm|MT2
chr10,22539259,22539758,500,-,MT2_Mm,MT2,chr10:22539259-22539758:-|MT2_Mm|MT2
chr2,49179907,49180400,494,+,MT2_Mm,MT2,chr2:49179907-49180400:+|MT2_Mm|MT2
chr16,19939773,19940265,493,+,MT2_Mm,MT2,chr16:19939773-19940265:+|MT2_Mm|MT2
chr1,171835568,171836058,491,-,MT2_Mm,MT2,chr1:171835568-171836058:-|MT2_Mm|MT2
chr14,65134747,65135240,494,+,MT2_Mm,MT2,chr14:65134747-65135240:+|MT2_Mm|MT2
chr4,83442806,83443298,493,+,MT2_Mm,MT2,chr4:83442806-83443298:+|MT2_Mm|MT2
chr9,20367764,20368257,494,-,MT2_Mm,MT2,chr9:20367764-20368257:-|MT2_Mm|MT2
chr18,76724665,76725158,494,+,MT2_Mm,MT2,chr18:76724665-76725158:+|MT2_Mm|MT2
chr11,22395421,22395914,494,-,MT2_Mm,MT2,chr11:22395421-22395914:-|MT2_Mm|MT2
chr2,113095788,113096281,494,+,MT2_Mm,MT2,chr2:113095788-113096281:+|MT2_Mm|MT2
chr12,21735380,21735873,494,-,MT2_Mm,MT2,chr12:21735380-21735873:-|MT2_Mm|MT2
chr8,29986539,29987032,494,+,MT2_Mm,MT2,chr8:29986539-29987032:+|MT2_Mm|MT2
chr16,31818758,31819256,499,-,MT2_Mm,MT2,chr16:31818758-31819256:-|MT2_Mm|MT2
chr14,35716740,35717233,494,+,MT2_Mm,MT2,chr14:35716740-35717233:+|MT2_Mm|MT2
chr11,63623838,63624331,494,-,MT2_Mm,MT2,chr11:63623838-63624331:-|MT2_Mm|MT2
chr8,21942590,21943083,494,+,MT2_Mm,MT2,chr8:21942590-21943083:+|MT2_Mm|MT2
chr11,73369891,73370383,493,+,MT2_Mm,MT2,chr11:73369891-73370383:+|MT2_Mm|MT2
chr8,29263094,29263592,499,-,MT2_Mm,MT2,chr8:29263094-29263592:-|MT2_Mm|MT2
chr10,127409640,127410136,497,+,MT2_Mm,MT2,chr10:127409640-127410136:+|MT2_Mm|MT2
chr10,118023652,118024145,494,-,MT2_Mm,MT2,chr10:118023652-118024145:-|MT2_Mm|MT2
chr10,53569620,53570112,493,-,MT2_Mm,MT2,chr10:53569620-53570112:-|MT2_Mm|MT2
chr2,3932737,3933229,493,-,MT2_Mm,MT2,chr2:3932737-3933229:-|MT2_Mm|MT2
chr13,119929087,119929574,488,-,MT2_Mm,MT2,chr13:119929087-119929574:-|MT2_Mm|MT2
chr1,64436512,64437004,493,+,MT2_Mm,MT2,chr1:64436512-64437004:+|MT2_Mm|MT2
chr14,25733732,25734225,494,+,MT2_Mm,MT2,chr14:25733732-25734225:+|MT2_Mm|MT2
chr5,97615467,97615960,494,+,MT2_Mm,MT2,chr5:97615467-97615960:+|MT2_Mm|MT2
chr1,85266397,85266889,493,+,MT2_Mm,MT2,chr1:85266397-85266889:+|MT2_Mm|MT2
chr2,142795098,142795596,499,+,MT2_Mm,MT2,chr2:142795098-142795596:+|MT2_Mm|MT2
chr13,79780794,79781287,494,+,MT2_Mm,MT2,chr13:79780794-79781287:+|MT2_Mm|MT2
chr12,28437959,28438452,494,-,MT2_Mm,MT2,chr12:28437959-28438452:-|MT2_Mm|MT2
chr10,119236301,119236794,494,-,MT2_Mm,MT2,chr10:119236301-119236794:-|MT2_Mm|MT2
chr14,65278730,65279228,499,+,MT2_Mm,MT2,chr14:65278730-65279228:+|MT2_Mm|MT2
chr11,45650216,45650708,493,+,MT2_Mm,MT2,chr11:45650216-45650708:+|MT2_Mm|MT2
chr10,110110782,110111274,493,+,MT2_Mm,MT2,chr10:110110782-110111274:+|MT2_Mm|MT2
chr17,41657795,41658287,493,-,MT2_Mm,MT2,chr17:41657795-41658287:-|MT2_Mm|MT2
chr1,88835671,88836164,494,-,MT2_Mm,MT2,chr1:88835671-88836164:-|MT2_Mm|MT2
chr5,11894196,11894676,481,+,MT2_Mm,MT2,chr5:11894196-11894676:+|MT2_Mm|MT2
chr10,47068244,47068735,492,+,MT2_Mm,MT2,chr10:47068244-47068735:+|MT2_Mm|MT2
chr9,36353285,36353754,470,+,MT2_Mm,MT2,chr9:36353285-36353754:+|MT2_Mm|MT2
chr10,103858139,103858632,494,-,MT2_Mm,MT2,chr10:103858139-103858632:-|MT2_Mm|MT2
chr12,59303793,59304291,499,-,MT2_Mm,MT2,chr12:59303793-59304291:-|MT2_Mm|MT2
chrX,74534671,74535164,494,+,MT2_Mm,MT2,chrX:74534671-74535164:+|MT2_Mm|MT2
chr9,20417124,20417623,500,-,MT2_Mm,MT2,chr9:20417124-20417623:-|MT2_Mm|MT2
chr13,76083169,76083662,494,-,MT2_Mm,MT2,chr13:76083169-76083662:-|MT2_Mm|MT2
chr10,104151193,104151680,488,+,MT2_Mm,MT2,chr10:104151193-104151680:+|MT2_Mm|MT2
chr6,61255477,61255970,494,+,MT2_Mm,MT2,chr6:61255477-61255970:+|MT2_Mm|MT2
chrX,132750023,132750522,500,-,MT2_Mm,MT2,chrX:132750023-132750522:-|MT2_Mm|MT2
