#transId	geneId	source	chrom	start	end	strand	proteinId	geneName	transcriptName	geneType	transcriptType
ENSACHT00000016600	ENSACHG00000012458	ensembl	PVKX01000085.1	115647	127888	-	ENSACHP00000014679			protein_coding	protein_coding
ENSACHT00000016610	ENSACHG00000012466	ensembl	PVKX01000085.1	128320	130084	+	ENSACHP00000014688			protein_coding	protein_coding
ENSACHT00000016651	ENSACHG00000012497	ensembl	PVKX01000088.1	33939	38034	+	ENSACHP00000014723			protein_coding	protein_coding
ENSACHT00000016702	ENSACHG00000012510	ensembl	PVKX01000088.1	48010	73480	-	ENSACHP00000014772			protein_coding	protein_coding
ENSACHT00000016720	ENSACHG00000012544	ensembl	PVKX01000088.1	108121	110323	+	ENSACHP00000014790			protein_coding	protein_coding
ENSACHT00000016746	ENSACHG00000012562	ensembl	PVKX01000088.1	112804	142063	-	ENSACHP00000014813			protein_coding	protein_coding
ENSACHT00000016772	ENSACHG00000012577	ensembl	PVKX01000088.1	151569	158838	+	ENSACHP00000014839			protein_coding	protein_coding
ENSACHT00000016826	ENSACHG00000012613	ensembl	PVKX01000088.1	162188	184876	-	ENSACHP00000014887			protein_coding	protein_coding
ENSACHT00000016834	ENSACHG00000012613	ensembl	PVKX01000088.1	162781	184876	-	ENSACHP00000014894			protein_coding	protein_coding
ENSACHT00000016855	ENSACHG00000012613	ensembl	PVKX01000088.1	162781	184876	-	ENSACHP00000014910			protein_coding	protein_coding
ENSACHT00000016958	ENSACHG00000012719	ensembl	PVKX01000088.1	188835	244032	+	ENSACHP00000014994			protein_coding	protein_coding
ENSACHT00000017011	ENSACHG00000012719	ensembl	PVKX01000088.1	188835	243747	+	ENSACHP00000015041			protein_coding	protein_coding
ENSACHT00000017069	ENSACHG00000012719	ensembl	PVKX01000088.1	188835	243395	+	ENSACHP00000015095			protein_coding	protein_coding
ENSACHT00000017151	ENSACHG00000012719	ensembl	PVKX01000088.1	188835	242806	+	ENSACHP00000015170			protein_coding	protein_coding
ENSACHT00000017212	ENSACHG00000012719	ensembl	PVKX01000088.1	188835	218656	+	ENSACHP00000015224			protein_coding	protein_coding
ENSACHT00000017227	ENSACHG00000012932	ensembl	PVKX01000088.1	221093	223115	-	ENSACHP00000015238			protein_coding	protein_coding
ENSACHT00000017254	ENSACHG00000012942	ensembl	PVKX01000088.1	246962	254883	+	ENSACHP00000015265			protein_coding	protein_coding
ENSACHT00000017284	ENSACHG00000012963	ensembl	PVKX01000088.1	257479	261956	-	ENSACHP00000015288			protein_coding	protein_coding
ENSACHT00000017294	ENSACHG00000012981	ensembl	PVKX01000088.1	299946	300165	+				misc_RNA	misc_RNA
ENSACHT00000016619	ENSACHG00000012472	ensembl	PVKX01000086.1	114883	114990	+				snRNA	snRNA
ENSACHT00000016626	ENSACHG00000012478	ensembl	PVKX01000086.1	142254	142443	-				snRNA	snRNA
ENSACHT00000016638	ENSACHG00000012486	ensembl	PVKX01000086.1	199960	200490	-	ENSACHP00000014710			protein_coding	protein_coding
ENSACHT00000016642	ENSACHG00000012491	ensembl	PVKX01000087.1	112268	112431	-				snRNA	snRNA
ENSACHT00000017316	ENSACHG00000012999	ensembl	PVKX01000090.1	50140	100688	-	ENSACHP00000015316			protein_coding	protein_coding
ENSACHT00000017409	ENSACHG00000013036	ensembl	PVKX01000090.1	127383	212462	-	ENSACHP00000015405			protein_coding	protein_coding
ENSACHT00000017428	ENSACHG00000013095	ensembl	PVKX01000090.1	257990	302331	+	ENSACHP00000015423			protein_coding	protein_coding
ENSACHT00000017452	ENSACHG00000013116	ensembl	PVKX01000091.1	44005	147111	-	ENSACHP00000015444			protein_coding	protein_coding
ENSACHT00000017464	ENSACHG00000013126	ensembl	PVKX01000091.1	152704	153580	-	ENSACHP00000015456			protein_coding	protein_coding
ENSACHT00000017477	ENSACHG00000013137	ensembl	PVKX01000093.1	30573	32382	-	ENSACHP00000015467			protein_coding	protein_coding
ENSACHT00000017481	ENSACHG00000013139	ensembl	PVKX01000094.1	247867	247971	-				snRNA	snRNA
ENSACHT00000017489	ENSACHG00000013151	ensembl	PVKX01000096.1	4144	6574	-	ENSACHP00000015478			protein_coding	protein_coding
ENSACHT00000017502	ENSACHG00000013155	ensembl	PVKX01000096.1	21943	22969	+	ENSACHP00000015491			protein_coding	protein_coding
ENSACHT00000017511	ENSACHG00000013163	ensembl	PVKX01000096.1	29674	30472	+	ENSACHP00000015500			protein_coding	protein_coding
ENSACHT00000017522	ENSACHG00000013176	ensembl	PVKX01000096.1	66182	189523	-	ENSACHP00000015510			protein_coding	protein_coding
ENSACHT00000017529	ENSACHG00000013181	ensembl	PVKX01000096.1	72806	72935	-				snoRNA	snoRNA
ENSACHT00000017539	ENSACHG00000013190	ensembl	PVKX01000096.1	115229	216257	-	ENSACHP00000015523			protein_coding	protein_coding
ENSACHT00000017553	ENSACHG00000013203	ensembl	PVKX01000096.1	161325	163774	-	ENSACHP00000015537			protein_coding	protein_coding
ENSACHT00000017566	ENSACHG00000013213	ensembl	PVKX01000096.1	220232	222587	-	ENSACHP00000015548			protein_coding	protein_coding
ENSACHT00000017581	ENSACHG00000013224	ensembl	PVKX01000096.1	231222	233619	-	ENSACHP00000015561			protein_coding	protein_coding
ENSACHT00000017595	ENSACHG00000013233	ensembl	PVKX01000096.1	237144	239544	-	ENSACHP00000015573			protein_coding	protein_coding
ENSACHT00000017607	ENSACHG00000013246	ensembl	PVKX01000096.1	266479	268942	-	ENSACHP00000015584			protein_coding	protein_coding
ENSACHT00000000271	ENSACHG00000000210	ensembl	PVKX01000097.1	9243	73386	+	ENSACHP00000000231			protein_coding	protein_coding
ENSACHT00000000298	ENSACHG00000000235	ensembl	PVKX01000098.1	12225	13717	-	ENSACHP00000000252			protein_coding	protein_coding
ENSACHT00000001303	ENSACHG00000000444	ensembl	PVKX01000100.1	10188	282923	+	ENSACHP00000001119			protein_coding	protein_coding
ENSACHT00000001524	ENSACHG00000000444	ensembl	PVKX01000100.1	90953	282923	+	ENSACHP00000001318			protein_coding	protein_coding
ENSACHT00000001610	ENSACHG00000000444	ensembl	PVKX01000100.1	90981	282923	+	ENSACHP00000001393			protein_coding	protein_coding
ENSACHT00000001682	ENSACHG00000000444	ensembl	PVKX01000100.1	91169	282923	+	ENSACHP00000001453			protein_coding	protein_coding
ENSACHT00000001727	ENSACHG00000000444	ensembl	PVKX01000100.1	91169	282923	+	ENSACHP00000001494			protein_coding	protein_coding
ENSACHT00000001754	ENSACHG00000000444	ensembl	PVKX01000100.1	91331	282923	+	ENSACHP00000001517			protein_coding	protein_coding
ENSACHT00000001894	ENSACHG00000001332	ensembl	PVKX01000101.1	9242	297192	+	ENSACHP00000001635			protein_coding	protein_coding
ENSACHT00000001928	ENSACHG00000001332	ensembl	PVKX01000101.1	9242	297192	+	ENSACHP00000001664			protein_coding	protein_coding
ENSACHT00000001974	ENSACHG00000001332	ensembl	PVKX01000101.1	123512	297192	+	ENSACHP00000001708			protein_coding	protein_coding
ENSACHT00000002003	ENSACHG00000001493	ensembl	PVKX01000102.1	65161	154539	-	ENSACHP00000001735			protein_coding	protein_coding
ENSACHT00000002020	ENSACHG00000001508	ensembl	PVKX01000104.1	197977	204714	-	ENSACHP00000001748			protein_coding	protein_coding
ENSACHT00000002155	ENSACHG00000001539	ensembl	PVKX01000104.1	225117	270197	+	ENSACHP00000001873			protein_coding	protein_coding
ENSACHT00000002178	ENSACHG00000001539	ensembl	PVKX01000104.1	251227	270197	+	ENSACHP00000001891			protein_coding	protein_coding
ENSACHT00000002198	ENSACHG00000001539	ensembl	PVKX01000104.1	257462	270197	+	ENSACHP00000001912			protein_coding	protein_coding
ENSACHT00000002225	ENSACHG00000001652	ensembl	PVKX01000104.1	279361	292996	+	ENSACHP00000001936			protein_coding	protein_coding
ENSACHT00000002250	ENSACHG00000001677	ensembl	PVKX01000105.1	222232	255093	+	ENSACHP00000001960			protein_coding	protein_coding
ENSACHT00000002286	ENSACHG00000001699	ensembl	PVKX01000108.1	135192	136272	-	ENSACHP00000001991			protein_coding	protein_coding
ENSACHT00000002299	ENSACHG00000001706	ensembl	PVKX01000108.1	143594	279014	-				lncRNA	lncRNA
ENSACHT00000002308	ENSACHG00000001711	ensembl	PVKX01000108.1	259937	260069	-				snoRNA	snoRNA
ENSACHT00000002336	ENSACHG00000001722	ensembl	PVKX01000108.1	271756	272231	+				pseudogene	pseudogene
ENSACHT00000002346	ENSACHG00000001741	ensembl	PVKX01000112.1	159323	160403	-	ENSACHP00000002042			protein_coding	protein_coding
ENSACHT00000002363	ENSACHG00000001751	ensembl	PVKX01000113.1	33053	34140	-	ENSACHP00000002057			protein_coding	protein_coding
ENSACHT00000002373	ENSACHG00000001757	ensembl	PVKX01000113.1	72851	72991	+				snoRNA	snoRNA
ENSACHT00000002424	ENSACHG00000001777	ensembl	PVKX01000113.1	190163	288224	-	ENSACHP00000002110			protein_coding	protein_coding
ENSACHT00000002429	ENSACHG00000001777	ensembl	PVKX01000113.1	190163	288224	-	ENSACHP00000002113			protein_coding	protein_coding
ENSACHT00000002482	ENSACHG00000001822	ensembl	PVKX01000114.1	10057	207455	-	ENSACHP00000002158			protein_coding	protein_coding
ENSACHT00000002489	ENSACHG00000001822	ensembl	PVKX01000114.1	10057	207455	-	ENSACHP00000002165			protein_coding	protein_coding
ENSACHT00000002503	ENSACHG00000001822	ensembl	PVKX01000114.1	23882	207455	-	ENSACHP00000002178			protein_coding	protein_coding
ENSACHT00000002552	ENSACHG00000001863	ensembl	PVKX01000114.1	224611	257428	+	ENSACHP00000002219			protein_coding	protein_coding
ENSACHT00000002641	ENSACHG00000001913	ensembl	PVKX01000114.1	262860	276869	-	ENSACHP00000002292			protein_coding	protein_coding
ENSACHT00000002704	ENSACHG00000001988	ensembl	PVKX01000115.1	68858	69833	-				pseudogene	pseudogene
ENSACHT00000002718	ENSACHG00000002004	ensembl	PVKX01000117.1	277030	277375	+	ENSACHP00000002358			protein_coding	protein_coding
ENSACHT00000002736	ENSACHG00000002022	ensembl	PVKX01000118.1	95703	98850	-	ENSACHP00000002374			protein_coding	protein_coding
ENSACHT00000003146	ENSACHG00000002321	ensembl	PVKX01000121.1	9231	21182	+	ENSACHP00000002742			protein_coding	protein_coding
ENSACHT00000003165	ENSACHG00000002338	ensembl	PVKX01000122.1	89029	89161	-				snoRNA	snoRNA
ENSACHT00000003170	ENSACHG00000002345	ensembl	PVKX01000122.1	132666	132791	+				snoRNA	snoRNA
ENSACHT00000002825	ENSACHG00000002070	ensembl	PVKX01000120.1	60262	122250	+	ENSACHP00000002455			protein_coding	protein_coding
ENSACHT00000002838	ENSACHG00000002070	ensembl	PVKX01000120.1	60262	122250	+	ENSACHP00000002472			protein_coding	protein_coding
ENSACHT00000002893	ENSACHG00000002070	ensembl	PVKX01000120.1	60262	122250	+	ENSACHP00000002517			protein_coding	protein_coding
ENSACHT00000002928	ENSACHG00000002070	ensembl	PVKX01000120.1	60262	122250	+	ENSACHP00000002547			protein_coding	protein_coding
ENSACHT00000003025	ENSACHG00000002233	ensembl	PVKX01000120.1	141978	291079	+	ENSACHP00000002629			protein_coding	protein_coding
ENSACHT00000003080	ENSACHG00000002233	ensembl	PVKX01000120.1	141978	291079	+	ENSACHP00000002677			protein_coding	protein_coding
ENSACHT00000003123	ENSACHG00000002233	ensembl	PVKX01000120.1	141978	171662	+	ENSACHP00000002717			protein_coding	protein_coding
ENSACHT00000003613	ENSACHG00000002668	ensembl	PVKX01000124.1	13105	122968	-	ENSACHP00000003155			protein_coding	protein_coding
ENSACHT00000003212	ENSACHG00000002363	ensembl	PVKX01000123.1	19931	38707	-	ENSACHP00000002801			protein_coding	protein_coding
ENSACHT00000003226	ENSACHG00000002363	ensembl	PVKX01000123.1	19931	38707	-	ENSACHP00000002812			protein_coding	protein_coding
ENSACHT00000003235	ENSACHG00000002393	ensembl	PVKX01000123.1	61787	61948	+				snRNA	snRNA
ENSACHT00000003253	ENSACHG00000002408	ensembl	PVKX01000123.1	75069	94422	+	ENSACHP00000002835			protein_coding	protein_coding
ENSACHT00000003269	ENSACHG00000002408	ensembl	PVKX01000123.1	82753	94422	+	ENSACHP00000002850			protein_coding	protein_coding
ENSACHT00000003335	ENSACHG00000002457	ensembl	PVKX01000123.1	127867	165631	+	ENSACHP00000002909			protein_coding	protein_coding
ENSACHT00000003377	ENSACHG00000002457	ensembl	PVKX01000123.1	127867	165285	+	ENSACHP00000002944			protein_coding	protein_coding
ENSACHT00000003387	ENSACHG00000002457	ensembl	PVKX01000123.1	127867	165285	+	ENSACHP00000002954			protein_coding	protein_coding
ENSACHT00000003410	ENSACHG00000002526	ensembl	PVKX01000123.1	128529	128739	-	ENSACHP00000002974			protein_coding	protein_coding
ENSACHT00000003426	ENSACHG00000002539	ensembl	PVKX01000123.1	169069	171973	-	ENSACHP00000002989			protein_coding	protein_coding
ENSACHT00000003460	ENSACHG00000002563	ensembl	PVKX01000123.1	173613	195006	-	ENSACHP00000003013			protein_coding	protein_coding
ENSACHT00000003489	ENSACHG00000002563	ensembl	PVKX01000123.1	173613	195006	-	ENSACHP00000003042			protein_coding	protein_coding
ENSACHT00000003575	ENSACHG00000002608	ensembl	PVKX01000123.1	195899	250602	+	ENSACHP00000003121			protein_coding	protein_coding
ENSACHT00000003599	ENSACHG00000002659	ensembl	PVKX01000123.1	239996	240103	-				snRNA	snRNA
ENSACHT00000003624	ENSACHG00000002679	ensembl	PVKX01000125.1	176553	176650	-				snRNA	snRNA
ENSACHT00000003862	ENSACHG00000002719	ensembl	PVKX01000126.1	24978	108060	-	ENSACHP00000003370			protein_coding	protein_coding
ENSACHT00000003885	ENSACHG00000002719	ensembl	PVKX01000126.1	24978	88984	-	ENSACHP00000003393			protein_coding	protein_coding
ENSACHT00000003918	ENSACHG00000002889	ensembl	PVKX01000126.1	146068	146607	+	ENSACHP00000003425			protein_coding	protein_coding
ENSACHT00000004038	ENSACHG00000002935	ensembl	PVKX01000126.1	180518	255342	+	ENSACHP00000003524			protein_coding	protein_coding
ENSACHT00000004062	ENSACHG00000002935	ensembl	PVKX01000126.1	180518	255342	+	ENSACHP00000003550			protein_coding	protein_coding
ENSACHT00000004114	ENSACHG00000003037	ensembl	PVKX01000126.1	265388	272921	+	ENSACHP00000003594			protein_coding	protein_coding
ENSACHT00000004132	ENSACHG00000003049	ensembl	PVKX01000127.1	14869	14952	-				snoRNA	snoRNA
ENSACHT00000004141	ENSACHG00000003056	ensembl	PVKX01000131.1	172701	173511	-	ENSACHP00000003617			protein_coding	protein_coding
ENSACHT00000004151	ENSACHG00000003067	ensembl	PVKX01000132.1	2492	3062	-	ENSACHP00000003627			protein_coding	protein_coding
ENSACHT00000004161	ENSACHG00000003072	ensembl	PVKX01000132.1	41146	63850	-	ENSACHP00000003637			protein_coding	protein_coding
ENSACHT00000004176	ENSACHG00000003083	ensembl	PVKX01000132.1	96122	96821	-	ENSACHP00000003651			protein_coding	protein_coding
ENSACHT00000004228	ENSACHG00000003098	ensembl	PVKX01000132.1	96879	120930	-	ENSACHP00000003697			protein_coding	protein_coding
ENSACHT00000004234	ENSACHG00000003098	ensembl	PVKX01000132.1	114330	120930	-	ENSACHP00000003703			protein_coding	protein_coding
ENSACHT00000004243	ENSACHG00000003134	ensembl	PVKX01000132.1	130183	130618	+	ENSACHP00000003712			protein_coding	protein_coding
ENSACHT00000004285	ENSACHG00000003150	ensembl	PVKX01000132.1	233798	246953	-	ENSACHP00000003750			protein_coding	protein_coding
ENSACHT00000004308	ENSACHG00000003150	ensembl	PVKX01000132.1	233798	246919	-	ENSACHP00000003768			protein_coding	protein_coding
ENSACHT00000004332	ENSACHG00000003193	ensembl	PVKX01000132.1	253862	261498	-	ENSACHP00000003789			protein_coding	protein_coding
ENSACHT00000004351	ENSACHG00000003210	ensembl	PVKX01000132.1	261979	274071	+	ENSACHP00000003807			protein_coding	protein_coding
ENSACHT00000004358	ENSACHG00000003218	ensembl	PVKX01000133.1	60902	61009	-				snRNA	snRNA
ENSACHT00000004379	ENSACHG00000003229	ensembl	PVKX01000133.1	99900	129224	-	ENSACHP00000003827			protein_coding	protein_coding
ENSACHT00000004404	ENSACHG00000003255	ensembl	PVKX01000133.1	209849	219447	+	ENSACHP00000003847			protein_coding	protein_coding
ENSACHT00000005441	ENSACHG00000003461	ensembl	PVKX01000135.1	6151	210116	+	ENSACHP00000004790			protein_coding	protein_coding
ENSACHT00000005631	ENSACHG00000003461	ensembl	PVKX01000135.1	6201	270879	+	ENSACHP00000004964			protein_coding	protein_coding
ENSACHT00000005658	ENSACHG00000003461	ensembl	PVKX01000135.1	6293	270879	+	ENSACHP00000004987			protein_coding	protein_coding
ENSACHT00000005681	ENSACHG00000003461	ensembl	PVKX01000135.1	6293	270879	+	ENSACHP00000005008			protein_coding	protein_coding
ENSACHT00000005684	ENSACHG00000003461	ensembl	PVKX01000135.1	6293	270879	+	ENSACHP00000005011			protein_coding	protein_coding
ENSACHT00000005705	ENSACHG00000003461	ensembl	PVKX01000135.1	6308	271759	+	ENSACHP00000005032			protein_coding	protein_coding
ENSACHT00000005707	ENSACHG00000003461	ensembl	PVKX01000135.1	6308	271759	+	ENSACHP00000005034			protein_coding	protein_coding
ENSACHT00000005711	ENSACHG00000004123	ensembl	PVKX01000136.1	103375	103500	+				snoRNA	snoRNA
ENSACHT00000005718	ENSACHG00000004128	ensembl	PVKX01000137.1	709	14934	+	ENSACHP00000005043			protein_coding	protein_coding
ENSACHT00000005742	ENSACHG00000004136	ensembl	PVKX01000137.1	28759	68780	+	ENSACHP00000005065			protein_coding	protein_coding
ENSACHT00000005808	ENSACHG00000004170	ensembl	PVKX01000137.1	77398	279596	+	ENSACHP00000005122			protein_coding	protein_coding
ENSACHT00000005810	ENSACHG00000004170	ensembl	PVKX01000137.1	77398	259302	+	ENSACHP00000005124			protein_coding	protein_coding
ENSACHT00000005815	ENSACHG00000004170	ensembl	PVKX01000137.1	112907	279596	+	ENSACHP00000005128			protein_coding	protein_coding
ENSACHT00000005824	ENSACHG00000004199	ensembl	PVKX01000138.1	8931	36568	+	ENSACHP00000005137			protein_coding	protein_coding
ENSACHT00000005828	ENSACHG00000004206	ensembl	PVKX01000138.1	27292	27386	+				snRNA	snRNA
ENSACHT00000005833	ENSACHG00000004209	ensembl	PVKX01000138.1	48908	65227	+	ENSACHP00000005145			protein_coding	protein_coding
ENSACHT00000005839	ENSACHG00000004213	ensembl	PVKX01000138.1	76632	89469	-	ENSACHP00000005152			protein_coding	protein_coding
ENSACHT00000005859	ENSACHG00000004222	ensembl	PVKX01000138.1	144012	250037	+	ENSACHP00000005169			protein_coding	protein_coding
ENSACHT00000005869	ENSACHG00000004222	ensembl	PVKX01000138.1	187756	250520	+	ENSACHP00000005177			protein_coding	protein_coding
ENSACHT00000005911	ENSACHG00000004258	ensembl	PVKX01000141.1	279957	280294	-	ENSACHP00000005218			protein_coding	protein_coding
ENSACHT00000005979	ENSACHG00000004328	ensembl	PVKX01000144.1	98795	98927	+				snoRNA	snoRNA
ENSACHT00000005917	ENSACHG00000004274	ensembl	PVKX01000143.1	165	107543	+	ENSACHP00000005223			protein_coding	protein_coding
ENSACHT00000005931	ENSACHG00000004284	ensembl	PVKX01000143.1	116732	147555	-	ENSACHP00000005237			protein_coding	protein_coding
ENSACHT00000005974	ENSACHG00000004313	ensembl	PVKX01000143.1	157873	246115	-	ENSACHP00000005277			protein_coding	protein_coding
ENSACHT00000007194	ENSACHG00000005284	ensembl	PVKX01000147.1	27632	27764	-				snoRNA	snoRNA
ENSACHT00000006660	ENSACHG00000004400	ensembl	PVKX01000145.1	1657	85734	+	ENSACHP00000005893			protein_coding	protein_coding
ENSACHT00000006733	ENSACHG00000004400	ensembl	PVKX01000145.1	1657	85734	+	ENSACHP00000005961			protein_coding	protein_coding
ENSACHT00000006781	ENSACHG00000004400	ensembl	PVKX01000145.1	1657	83754	+	ENSACHP00000006003			protein_coding	protein_coding
ENSACHT00000006888	ENSACHG00000004993	ensembl	PVKX01000145.1	111749	138222	+	ENSACHP00000006096			protein_coding	protein_coding
ENSACHT00000006976	ENSACHG00000005085	ensembl	PVKX01000145.1	207389	223488	+	ENSACHP00000006172			protein_coding	protein_coding
ENSACHT00000007051	ENSACHG00000005163	ensembl	PVKX01000145.1	239464	241424	+	ENSACHP00000006231			protein_coding	protein_coding
ENSACHT00000007096	ENSACHG00000005193	ensembl	PVKX01000146.1	108679	118585	-	ENSACHP00000006270			protein_coding	protein_coding
ENSACHT00000007132	ENSACHG00000005244	ensembl	PVKX01000146.1	212794	244890	+	ENSACHP00000006303			protein_coding	protein_coding
ENSACHT00000007232	ENSACHG00000005308	ensembl	PVKX01000148.1	22920	68597	+	ENSACHP00000006393			protein_coding	protein_coding
ENSACHT00000007336	ENSACHG00000005371	ensembl	PVKX01000148.1	76203	104409	+	ENSACHP00000006486			protein_coding	protein_coding
ENSACHT00000007483	ENSACHG00000005460	ensembl	PVKX01000148.1	109990	152211	-	ENSACHP00000006618			protein_coding	protein_coding
